CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score,Segment
13833,159,1,384.8,1,1,2,112,低价值客户
13835,25,4,834.57,3,3,3,333,忠诚客户
13837,212,2,271.24,1,2,1,121,低价值客户
13838,6,4,691.73,4,3,3,433,高价值新客户
13841,253,1,85.0,1,1,1,111,低价值客户
13842,59,9,3385.62,2,4,4,244,中价值客户
13844,11,1,361.62,4,1,2,412,新客户
13845,65,1,312.98,2,1,2,212,低价值客户
13846,25,3,865.0600000000001,3,3,3,333,忠诚客户
13848,92,3,1255.0,2,3,3,233,中价值客户
13849,52,2,1537.95,2,2,3,223,低价值客户
13850,129,1,1595.48,2,1,3,213,低价值客户
13851,96,3,2651.46,2,3,4,234,中价值客户
13853,57,1,1090.14,2,1,3,213,低价值客户
13854,9,25,8109.5199999999995,4,4,4,444,高价值新客户
13856,169,3,388.5,1,3,2,132,中价值客户
13858,57,1,216.17,2,1,1,211,低价值客户
13859,326,1,201.16,1,1,1,111,低价值客户
13860,1,5,1245.9,4,4,3,443,高价值新客户
13862,18,8,2209.36,4,4,4,444,高价值新客户
13863,248,1,305.78,1,1,1,111,低价值客户
13865,58,4,501.56,2,3,2,232,中价值客户
13866,74,1,145.67000000000002,2,1,1,211,低价值客户
13867,31,3,1015.29,3,3,3,333,忠诚客户
13868,7,2,3192.54,4,2,4,424,新客户
13869,123,4,3104.95,2,3,4,234,中价值客户
13870,2,8,2770.94,4,4,4,444,高价值新客户
13871,23,13,6403.25,3,4,4,344,高价值忠诚客户
13873,120,3,389.6,2,3,2,232,中价值客户
13874,358,1,540.45,1,1,2,112,低价值客户
13875,54,5,1786.79,2,4,4,244,中价值客户
13876,64,1,122.7,2,1,1,211,低价值客户
13877,86,1,117.24,2,1,1,211,低价值客户
13878,55,1,1281.53,2,1,3,213,低价值客户
13880,21,13,3219.77,3,4,4,344,高价值忠诚客户
13881,4,20,17159.52,4,4,4,444,高价值新客户
13882,3,5,1191.13,4,4,3,443,高价值新客户
13883,11,5,2674.48,4,4,4,444,高价值新客户
13884,7,5,787.6,4,4,3,443,高价值新客户
13885,189,2,506.8,1,2,2,122,低价值客户
13886,71,1,243.56,2,1,1,211,低价值客户
13887,204,1,349.55,1,1,2,112,低价值客户
13888,120,2,605.63,2,2,2,222,低价值客户
13889,93,1,416.90000000000003,2,1,2,212,低价值客户
13890,1,10,1883.8100000000002,4,4,4,444,高价值新客户
13892,27,4,632.97,3,3,2,332,忠诚客户
13893,298,1,821.1,1,1,3,113,低价值客户
13894,24,3,564.62,3,3,2,332,忠诚客户
13895,28,4,2593.07,3,3,4,334,忠诚客户
13897,50,1,311.16,3,1,2,312,潜力客户
13898,326,1,155.93,1,1,1,111,低价值客户
13899,16,2,388.52,4,2,2,422,新客户
13900,183,3,740.95,1,3,3,133,中价值客户
13901,72,5,2867.2,2,4,4,244,中价值客户
13904,37,2,332.64,3,2,2,322,潜力客户
13908,80,4,2369.55,2,3,4,234,中价值客户
13911,57,9,2580.91,2,4,4,244,中价值客户
13914,12,2,626.45,4,2,2,422,新客户
13917,50,2,272.04,3,2,1,321,潜力客户
13918,50,2,1212.8400000000001,3,2,3,323,潜力客户
13919,59,2,384.81,2,2,2,222,低价值客户
13922,352,1,172.25,1,1,1,111,低价值客户
13923,54,1,351.13,2,1,2,212,低价值客户
13924,2,6,1838.8500000000001,4,4,4,444,高价值新客户
13925,93,4,678.25,2,3,3,233,中价值客户
13926,23,1,223.85000000000002,3,1,1,311,潜力客户
13927,75,1,348.99,2,1,2,212,低价值客户
13928,11,4,464.57,4,3,2,432,高价值新客户
13929,169,2,842.65,1,2,3,123,低价值客户
13930,58,2,337.34,2,2,2,222,低价值客户
13931,96,2,1237.53,2,2,3,223,低价值客户
13932,295,1,307.4,1,1,1,111,低价值客户
13933,109,2,608.7900000000001,2,2,2,222,低价值客户
13934,264,1,922.1,1,1,3,113,低价值客户
13936,180,1,376.58,1,1,2,112,低价值客户
13937,169,1,158.85,1,1,1,111,低价值客户
13938,35,1,71.66,3,1,1,311,潜力客户
13939,23,3,568.55,3,3,2,332,忠诚客户
13940,17,4,839.14,4,3,3,433,高价值新客户
13941,22,5,5112.96,3,4,4,344,高价值忠诚客户
13946,79,3,561.5699999999999,2,3,2,232,中价值客户
13947,65,1,90.6,2,1,1,211,低价值客户
13948,361,1,102.0,1,1,1,111,低价值客户
13949,3,6,2427.32,4,4,4,444,高价值新客户
13950,11,4,745.06,4,3,3,433,高价值新客户
13951,176,3,674.45,1,3,2,132,中价值客户
13952,218,2,3251.071,1,2,4,124,低价值客户
13953,7,7,3515.68,4,4,4,444,高价值新客户
13954,2,2,439.92,4,2,2,422,新客户
13955,154,2,322.96,1,2,2,122,低价值客户
13956,5,5,1026.42,4,4,3,443,高价值新客户
13959,79,3,598.2,2,3,2,232,中价值客户
13960,21,2,230.22,3,2,1,321,潜力客户
13962,22,2,169.55,3,2,1,321,潜力客户
13963,308,4,664.54,1,3,2,132,中价值客户
13967,146,1,80.7,1,1,1,111,低价值客户
13969,7,18,9053.94,4,4,4,444,高价值新客户
13971,19,8,2758.26,3,4,4,344,高价值忠诚客户
13972,71,2,190.25,2,2,1,221,低价值客户
13973,287,1,264.7,1,1,1,111,低价值客户
13974,49,1,413.59000000000003,3,1,2,312,潜力客户
13975,31,6,2526.28,3,4,4,344,高价值忠诚客户
13976,207,1,357.98,1,1,2,112,低价值客户
13978,15,2,196.79000000000002,4,2,1,421,新客户
13979,73,1,869.87,2,1,3,213,低价值客户
13980,60,1,200.14,2,1,1,211,低价值客户
13982,39,4,1871.81,3,3,4,334,忠诚客户
13983,30,12,2603.43,3,4,4,344,高价值忠诚客户
13984,27,5,920.51,3,4,3,343,高价值忠诚客户
13985,4,15,7060.13,4,4,4,444,高价值新客户
13986,17,1,320.46,4,1,2,412,新客户
13988,20,6,4147.96,3,4,4,344,高价值忠诚客户
13989,66,2,1266.08,2,2,3,223,低价值客户
13990,213,1,311.3,1,1,2,112,低价值客户
13991,12,6,855.97,4,4,3,443,高价值新客户
13992,30,1,76.8,3,1,1,311,潜力客户
13993,43,9,3466.36,3,4,4,344,高价值忠诚客户
13994,4,6,2313.14,4,4,4,444,高价值新客户
13995,15,5,1393.69,4,4,3,443,高价值新客户
13999,10,12,3901.81,4,4,4,444,高价值新客户
14000,211,1,635.66,1,1,2,112,低价值客户
14001,46,3,2043.0800000000002,3,3,4,334,忠诚客户
14002,134,2,529.73,2,2,2,222,低价值客户
14004,43,7,4582.64,3,4,4,344,高价值忠诚客户
14005,10,5,2874.72,4,4,4,444,高价值新客户
14006,116,3,962.19,2,3,3,233,中价值客户
14009,198,2,695.61,1,2,3,123,低价值客户
14012,278,1,328.8,1,1,2,112,低价值客户
14013,110,3,473.02,2,3,2,232,中价值客户
14014,77,1,505.18,2,1,2,212,低价值客户
14015,53,1,917.34,2,1,3,213,低价值客户
14016,162,4,4341.21,1,3,4,134,中价值客户
14019,47,3,1421.61,3,3,3,333,忠诚客户
14020,17,2,642.8,4,2,2,422,新客户
14021,155,3,631.9,1,3,2,132,中价值客户
14022,225,1,440.0,1,1,2,112,低价值客户
14023,7,2,584.07,4,2,2,422,新客户
14024,122,2,327.7,2,2,2,222,低价值客户
14027,61,1,104.82,2,1,1,211,低价值客户
14029,63,2,467.66,2,2,2,222,低价值客户
14030,18,8,2360.09,4,4,4,444,高价值新客户
14031,7,19,17286.86,4,4,4,444,高价值新客户
14032,2,11,2975.59,4,4,4,444,高价值新客户
14034,22,3,651.8199999999999,3,3,2,332,忠诚客户
14035,29,5,1428.02,3,4,3,343,高价值忠诚客户
14036,285,1,626.65,1,1,2,112,低价值客户
14037,176,2,147.20000000000002,1,2,1,121,低价值客户
14038,78,3,1560.38,2,3,3,233,中价值客户
14039,33,1,152.2,3,1,1,311,潜力客户
14040,41,12,3614.92,3,4,4,344,高价值忠诚客户
14041,266,1,141.41,1,1,1,111,低价值客户
14044,27,4,652.82,3,3,2,332,忠诚客户
14045,109,4,1659.75,2,3,3,233,中价值客户
14046,284,1,154.99,1,1,1,111,低价值客户
14047,9,5,1308.6100000000001,4,4,3,443,高价值新客户
14048,305,1,409.93,1,1,2,112,低价值客户
14049,17,4,5681.72,4,3,4,434,高价值新客户
14050,32,2,746.36,3,2,3,323,潜力客户
14051,1,23,15610.390000000001,4,4,4,444,高价值新客户
14052,20,1,225.36,3,1,1,311,潜力客户
14053,124,2,260.25,2,2,1,221,低价值客户
14054,65,1,92.46,2,1,1,211,低价值客户
14055,106,1,725.6400000000001,2,1,3,213,低价值客户
14056,1,23,8214.65,4,4,4,444,高价值新客户
14057,24,17,6217.96,3,4,4,344,高价值忠诚客户
14059,267,1,183.6,1,1,1,111,低价值客户
14060,5,19,6140.42,4,4,4,444,高价值新客户
14062,10,12,10464.85,4,4,4,444,高价值新客户
14064,29,5,1353.74,3,4,3,343,高价值忠诚客户
14066,267,1,152.55,1,1,1,111,低价值客户
14067,64,2,374.7,2,2,2,222,低价值客户
14068,320,1,265.85,1,1,1,111,低价值客户
14071,4,8,1438.82,4,4,3,443,高价值新客户
14073,32,1,151.04,3,1,1,311,潜力客户
14075,5,3,942.26,4,3,3,433,高价值新客户
14076,129,1,122.47,2,1,1,211,低价值客户
14077,41,5,499.41999999999996,3,4,2,342,高价值忠诚客户
14078,102,6,1049.37,2,4,3,243,中价值客户
14079,125,1,375.1,2,1,2,212,低价值客户
14080,33,1,45.599999999999994,3,1,1,311,潜力客户
14081,302,2,934.52,1,2,3,123,低价值客户
14082,365,1,182.25,1,1,1,111,低价值客户
14083,4,9,1018.43,4,4,3,443,高价值新客户
14085,2,18,4448.54,4,4,4,444,高价值新客户
14087,3,1,194.42,4,1,1,411,新客户
14088,10,13,50491.81,4,4,4,444,高价值新客户
14089,57,1,161.0,2,1,1,211,低价值客户
14090,325,1,76.32000000000001,1,1,1,111,低价值客户
14092,8,14,4076.91,4,4,4,444,高价值新客户
14093,12,1,442.85,4,1,2,412,新客户
14096,4,17,65164.79,4,4,4,444,高价值新客户
14098,37,1,147.35,3,1,1,311,潜力客户
14099,16,11,3104.17,4,4,4,444,高价值新客户
14100,138,1,194.9,2,1,1,211,低价值客户
14101,74,6,5976.79,2,4,4,244,中价值客户
14102,5,5,1360.28,4,4,3,443,高价值新客户
14104,155,2,216.20999999999998,1,2,1,121,低价值客户
14105,239,1,1266.23,1,1,3,113,低价值客户
14107,52,7,2703.23,2,4,4,244,中价值客户
14108,31,2,597.91,3,2,2,322,潜力客户
14109,73,1,144.2,2,1,1,211,低价值客户
14110,4,12,5683.15,4,4,4,444,高价值新客户
14111,14,4,692.85,4,3,3,433,高价值新客户
14112,23,7,2915.15,3,4,4,344,高价值忠诚客户
14113,4,4,1840.42,4,3,4,434,高价值新客户
14114,274,2,386.53,1,2,2,122,低价值客户
14116,20,5,1382.74,3,4,3,343,高价值忠诚客户
14117,144,1,90.0,1,1,1,111,低价值客户
14121,4,4,2780.15,4,3,4,434,高价值新客户
14124,84,1,419.58000000000004,2,1,2,212,低价值客户
14125,11,3,2740.43,4,3,4,434,高价值新客户
14126,8,3,706.1300000000001,4,3,3,433,高价值新客户
14127,123,3,709.71,2,3,3,233,中价值客户
14128,61,2,637.5,2,2,2,222,低价值客户
14129,2,5,1123.8600000000001,4,4,3,443,高价值新客户
14130,319,1,483.86,1,1,2,112,低价值客户
14132,2,11,3586.0299999999997,4,4,4,444,高价值新客户
14133,130,3,605.64,2,3,2,232,中价值客户
14135,2,15,4690.31,4,4,4,444,高价值新客户
14138,2,2,982.3800000000001,4,2,3,423,新客户
14139,46,1,415.82,3,1,2,312,潜力客户
14140,4,2,935.05,4,2,3,423,新客户
14141,3,4,915.13,4,3,3,433,高价值新客户
14142,373,1,311.81,1,1,2,112,低价值客户
14143,134,1,115.8,2,1,1,211,低价值客户
14145,47,4,3742.2,3,3,4,334,忠诚客户
14146,9,5,4191.0,4,4,4,444,高价值新客户
14147,78,2,483.4,2,2,2,222,低价值客户
14148,234,1,157.2,1,1,1,111,低价值客户
14149,221,1,446.62,1,1,2,112,低价值客户
14150,36,2,658.64,3,2,2,322,潜力客户
14152,75,2,621.29,2,2,2,222,低价值客户
14154,239,2,1345.62,1,2,3,123,低价值客户
14155,266,1,118.75,1,1,1,111,低价值客户
14156,10,55,117379.63,4,4,4,444,高价值新客户
14157,20,2,432.88,3,2,2,322,潜力客户
14158,40,1,507.66,3,1,2,312,潜力客户
14159,20,11,4693.01,3,4,4,344,高价值忠诚客户
14161,216,3,1110.52,1,3,3,133,中价值客户
14162,174,2,289.36,1,2,1,121,低价值客户
14163,87,4,2445.91,2,3,4,234,中价值客户
14164,71,2,1631.77,2,2,3,223,低价值客户
14165,276,1,122.53999999999999,1,1,1,111,低价值客户
14167,39,4,574.84,3,3,2,332,忠诚客户
14171,98,1,363.79,2,1,2,212,低价值客户
14173,11,4,450.84,4,3,2,432,高价值新客户
14174,33,1,134.46,3,1,1,311,潜力客户
14175,60,3,3222.3,2,3,4,234,中价值客户
14176,297,4,576.9000000000001,1,3,2,132,中价值客户
14177,86,4,559.41,2,3,2,232,中价值客户
14178,9,7,1620.93,4,4,3,443,高价值新客户
14179,41,2,719.78,3,2,3,323,潜力客户
14180,11,25,4748.52,4,4,4,444,高价值新客户
14184,67,1,452.89,2,1,2,212,低价值客户
14185,331,1,197.65,1,1,1,111,低价值客户
14188,31,6,2054.36,3,4,4,344,高价值忠诚客户
14189,2,15,4654.08,4,4,4,444,高价值新客户
14191,2,13,4684.76,4,4,4,444,高价值新客户
14193,68,2,853.39,2,2,3,223,低价值客户
14194,5,21,11349.52,4,4,4,444,高价值新客户
14195,202,2,1012.0,1,2,3,123,低价值客户
14196,107,1,335.52,2,1,2,212,低价值客户
14198,18,4,701.4,4,3,3,433,高价值新客户
14199,218,1,185.39999999999998,1,1,1,111,低价值客户
14201,60,7,747.44,2,4,3,243,中价值客户
14204,2,1,161.03,4,1,1,411,新客户
14205,17,2,466.7,4,2,2,422,新客户
14206,239,1,328.15999999999997,1,1,2,112,低价值客户
14208,95,1,151.74,2,1,1,211,低价值客户
14209,11,6,2073.43,4,4,4,444,高价值新客户
14210,106,6,1905.8400000000001,2,4,4,244,中价值客户
14211,53,9,2241.1,2,4,4,244,中价值客户
14212,90,1,1070.48,2,1,3,213,低价值客户
14214,31,5,1004.38,3,4,3,343,高价值忠诚客户
14215,12,6,1789.72,4,4,4,444,高价值新客户
14216,3,4,1839.3,4,3,4,434,高价值新客户
14217,2,17,2004.98,4,4,4,444,高价值新客户
14218,43,1,169.48000000000002,3,1,1,311,潜力客户
14219,4,1,89.94,4,1,1,411,新客户
14220,247,2,632.4,1,2,2,122,低价值客户
14221,42,9,3432.8,3,4,4,344,高价值忠诚客户
14222,177,1,683.17,1,1,3,113,低价值客户
14223,92,3,991.13,2,3,3,233,中价值客户
14224,110,4,1050.12,2,3,3,233,中价值客户
14226,29,5,2232.19,3,4,4,344,高价值忠诚客户
14227,26,10,3350.96,3,4,4,344,高价值忠诚客户
14229,52,3,1547.2,2,3,3,233,中价值客户
14231,184,3,925.71,1,3,3,133,中价值客户
14232,43,5,2048.07,3,4,4,344,高价值忠诚客户
14233,49,4,1462.72,3,3,3,333,忠诚客户
14234,22,4,775.46,3,3,3,333,忠诚客户
14235,75,5,3144.86,2,4,4,244,中价值客户
14236,81,2,490.86,2,2,2,222,低价值客户
14237,373,1,161.0,1,1,1,111,低价值客户
14238,326,1,146.85,1,1,1,111,低价值客户
14239,43,11,2380.85,3,4,4,344,高价值忠诚客户
14240,30,2,890.34,3,2,3,323,潜力客户
14241,184,1,213.70000000000002,1,1,1,111,低价值客户
14242,235,2,280.55,1,2,1,121,低价值客户
14243,9,10,2588.77,4,4,4,444,高价值新客户
14245,220,2,1693.45,1,2,4,124,低价值客户
14246,111,3,1474.06,2,3,3,233,中价值客户
14247,278,1,136.76999999999998,1,1,1,111,低价值客户
14248,318,1,302.58,1,1,1,111,低价值客户
14250,7,3,1904.05,4,3,4,434,高价值新客户
14251,2,5,2879.7000000000003,4,4,4,444,高价值新客户
14256,260,2,969.0600000000001,1,2,3,123,低价值客户
14257,64,5,3099.7200000000003,2,4,4,244,中价值客户
14258,9,9,12669.98,4,4,4,444,高价值新客户
14259,142,1,120.0,2,1,1,211,低价值客户
14261,51,2,1163.45,3,2,3,323,潜力客户
14262,8,8,2618.23,4,4,4,444,高价值新客户
14264,155,2,333.97,1,2,2,122,低价值客户
14265,109,2,530.18,2,2,2,222,低价值客户
14267,163,3,1516.24,1,3,3,133,中价值客户
14270,332,1,492.65000000000003,1,1,2,112,低价值客户
14271,226,1,112.32,1,1,1,111,低价值客户
14272,74,2,437.96,2,2,2,222,低价值客户
14273,51,4,559.97,3,3,2,332,忠诚客户
14276,99,3,1119.74,2,3,3,233,中价值客户
14277,15,3,4216.2,4,3,4,434,高价值新客户
14280,197,1,134.04,1,1,1,111,低价值客户
14282,3,15,3729.34,4,4,4,444,高价值新客户
14284,31,2,595.25,3,2,2,322,潜力客户
14285,21,4,1910.01,3,3,4,334,忠诚客户
14286,24,3,4628.75,3,3,4,334,忠诚客户
14287,8,3,176.63,4,3,1,431,高价值新客户
14288,213,1,426.6,1,1,2,112,低价值客户
14289,9,6,911.26,4,4,3,443,高价值新客户
14290,11,5,2314.65,4,4,4,444,高价值新客户
14291,2,11,3883.25,4,4,4,444,高价值新客户
14292,8,9,4871.93,4,4,4,444,高价值新客户
14293,3,4,1046.56,4,3,3,433,高价值新客户
14295,40,1,166.20000000000002,3,1,1,311,潜力客户
14297,18,4,1305.33,4,3,3,433,高价值新客户
14298,8,44,51527.3,4,4,4,444,高价值新客户
14299,8,9,3965.62,4,4,4,444,高价值新客户
14300,19,1,43.2,3,1,1,311,潜力客户
14301,117,1,640.14,2,1,2,212,低价值客户
14304,223,1,383.45,1,1,2,112,低价值客户
14305,71,3,1858.96,2,3,4,234,中价值客户
14306,51,2,2093.32,3,2,4,324,潜力客户
14307,89,6,2995.72,2,4,4,244,中价值客户
14309,8,9,2352.53,4,4,4,444,高价值新客户
14311,243,1,310.26,1,1,2,112,低价值客户
14312,47,6,1611.59,3,4,3,343,高价值忠诚客户
14314,107,1,120.0,2,1,1,211,低价值客户
14315,45,6,2481.13,3,4,4,344,高价值忠诚客户
14317,65,1,508.58000000000004,2,1,2,212,低价值客户
14320,207,2,477.79,1,2,2,122,低价值客户
14321,11,5,1530.75,4,4,3,443,高价值新客户
14323,115,2,605.0600000000001,2,2,2,222,低价值客户
14326,242,1,183.85,1,1,1,111,低价值客户
14327,163,1,311.65,1,1,2,112,低价值客户
14329,17,7,5014.84,4,4,4,444,高价值新客户
14331,124,2,462.65999999999997,2,2,2,222,低价值客户
14332,23,3,866.31,3,3,3,333,忠诚客户
14333,68,1,415.2,2,1,2,212,低价值客户
14334,17,8,2552.21,4,4,4,444,高价值新客户
14335,16,2,468.26,4,2,2,422,新客户
14336,17,4,1614.91,4,3,3,433,高价值新客户
14338,161,2,588.22,1,2,2,122,低价值客户
14339,243,1,309.52,1,1,2,112,低价值客户
14340,219,1,134.7,1,1,1,111,低价值客户
14341,45,8,2182.28,3,4,4,344,高价值忠诚客户
14342,21,4,668.5600000000001,3,3,2,332,忠诚客户
14344,127,8,889.9300000000001,2,4,3,243,中价值客户
14345,39,1,108.97999999999999,3,1,1,311,潜力客户
14346,121,2,1021.58,2,2,3,223,低价值客户
14348,260,1,409.57,1,1,2,112,低价值客户
14349,10,1,133.5,4,1,1,411,新客户
14350,274,1,282.93,1,1,1,111,低价值客户
14351,165,1,51.0,1,1,1,111,低价值客户
14352,157,4,1078.96,1,3,3,133,中价值客户
14353,215,1,90.6,1,1,1,111,低价值客户
14354,6,2,163.62,4,2,1,421,新客户
14355,366,1,174.4,1,1,1,111,低价值客户
14356,80,2,701.23,2,2,3,223,低价值客户
14357,43,1,225.77,3,1,1,311,潜力客户
14359,19,3,912.18,3,3,3,333,忠诚客户
14360,32,4,2128.23,3,3,4,334,忠诚客户
14362,22,1,161.2,3,1,1,311,潜力客户
14364,109,8,3717.35,2,4,4,244,中价值客户
14367,8,16,9261.52,4,4,4,444,高价值新客户
14368,320,1,155.0,1,1,1,111,低价值客户
14371,295,1,100.5,1,1,1,111,低价值客户
14373,358,1,76.55,1,1,1,111,低价值客户
14375,185,1,257.68,1,1,1,111,低价值客户
14377,191,2,617.05,1,2,2,122,低价值客户
14379,44,2,348.1,3,2,2,322,潜力客户
14381,52,1,202.68,2,1,1,211,低价值客户
14382,26,1,626.0699999999999,3,1,2,312,潜力客户
14383,38,3,1247.69,3,3,3,333,忠诚客户
14385,9,3,202.11,4,3,1,431,高价值新客户
14386,297,1,142.4,1,1,1,111,低价值客户
14387,33,3,1770.56,3,3,4,334,忠诚客户
14388,10,8,3212.84,4,4,4,444,高价值新客户
14389,65,2,1043.46,2,2,3,223,低价值客户
14390,10,9,4652.82,4,4,4,444,高价值新客户
14393,218,1,67.95,1,1,1,111,低价值客户
14395,2,9,3507.71,4,4,4,444,高价值新客户
14396,65,2,487.99,2,2,2,222,低价值客户
14397,3,19,2612.96,4,4,4,444,高价值新客户
14400,149,1,574.7,1,1,2,112,低价值客户
14401,4,13,4051.48,4,4,4,444,高价值新客户
14403,130,4,1475.81,2,3,3,233,中价值客户
14404,34,6,1474.32,3,4,3,343,高价值忠诚客户
14406,119,1,156.75,2,1,1,211,低价值客户
14407,107,6,2157.73,2,4,4,244,中价值客户
14408,11,7,2606.53,4,4,4,444,高价值新客户
14409,71,6,2059.4500000000003,2,4,4,244,中价值客户
14410,92,9,1105.07,2,4,3,243,中价值客户
14411,311,1,1063.0,1,1,3,113,低价值客户
14412,43,2,770.03,3,2,3,323,潜力客户
14413,362,1,122.7,1,1,1,111,低价值客户
14414,92,7,1496.98,2,4,3,243,中价值客户
14415,1,13,5900.28,4,4,4,444,高价值新客户
14416,22,2,490.22,3,2,2,322,潜力客户
14418,4,3,1937.25,4,3,4,434,高价值新客户
14419,11,6,1058.06,4,4,3,443,高价值新客户
14420,99,1,387.52,2,1,2,212,低价值客户
14421,57,2,813.11,2,2,3,223,低价值客户
14422,1,6,4263.64,4,4,4,444,高价值新客户
14423,218,1,265.2,1,1,1,111,低价值客户
14424,18,1,322.08,4,1,2,412,新客户
14426,24,10,4481.67,3,4,4,344,高价值忠诚客户
14427,50,2,363.34000000000003,3,2,2,322,潜力客户
14428,7,5,1244.83,4,4,3,443,高价值新客户
14431,303,1,470.36,1,1,2,112,低价值客户
14432,10,6,2255.51,4,4,4,444,高价值新客户
14434,22,6,1372.8,3,4,3,343,高价值忠诚客户
14436,99,1,89.06,2,1,1,211,低价值客户
14437,366,1,63.0,1,1,1,111,低价值客户
14438,306,1,131.9,1,1,1,111,低价值客户
14439,320,1,2661.24,1,1,4,114,低价值客户
14440,8,5,2357.6800000000003,4,4,4,444,高价值新客户
14441,1,4,1712.89,4,3,4,434,高价值新客户
14442,205,2,1589.82,1,2,3,123,低价值客户
14443,54,4,1420.2,2,3,3,233,中价值客户
14446,1,4,1039.58,4,3,3,433,高价值新客户
14447,19,5,1163.23,3,4,3,343,高价值忠诚客户
14448,9,2,375.35,4,2,2,422,新客户
14449,19,4,907.1,3,3,3,333,忠诚客户
14450,181,3,483.25,1,3,2,132,中价值客户
14451,60,2,662.59,2,2,2,222,低价值客户
14452,11,2,264.44,4,2,1,421,新客户
14453,190,1,119.93,1,1,1,111,低价值客户
14456,5,9,3062.4,4,4,4,444,高价值新客户
14457,311,1,113.64,1,1,1,111,低价值客户
14459,155,1,1837.92,1,1,4,114,低价值客户
14460,110,3,434.34,2,3,2,232,中价值客户
14461,148,3,2103.06,1,3,4,134,中价值客户
14462,66,11,2004.02,2,4,4,244,中价值客户
14463,98,3,529.62,2,3,2,232,中价值客户
14465,247,3,1058.6200000000001,1,3,3,133,中价值客户
14466,29,7,2272.4,3,4,4,344,高价值忠诚客户
14467,18,4,598.76,4,3,2,432,高价值新客户
14470,12,2,461.19,4,2,2,422,新客户
14472,104,8,1936.84,2,4,4,244,中价值客户
14473,74,2,234.34000000000003,2,2,1,221,低价值客户
14474,46,1,547.66,3,1,2,312,潜力客户
14475,72,3,925.85,2,3,3,233,中价值客户
14476,257,1,215.7,1,1,1,111,低价值客户
14477,20,4,1309.6,3,3,3,333,忠诚客户
14479,254,2,316.25,1,2,2,122,低价值客户
14480,11,1,279.05,4,1,1,411,新客户
14481,165,2,636.51,1,2,2,122,低价值客户
14482,18,6,2068.15,4,4,4,444,高价值新客户
14483,282,1,137.1,1,1,1,111,低价值客户
14484,50,1,321.92,3,1,2,312,潜力客户
14485,39,1,165.75,3,1,1,311,潜力客户
14487,27,6,1196.33,3,4,3,343,高价值忠诚客户
14488,68,1,1064.28,2,1,3,213,低价值客户
14489,207,1,463.38,1,1,2,112,低价值客户
14491,175,2,340.93,1,2,2,122,低价值客户
14493,7,5,2383.2400000000002,4,4,4,444,高价值新客户
14494,26,1,139.56,3,1,1,311,潜力客户
14495,51,2,123.8,3,2,1,321,潜力客户
14496,312,2,538.8100000000001,1,2,2,122,低价值客户
14497,309,1,475.37,1,1,2,112,低价值客户
14498,43,5,1957.32,3,4,4,344,高价值忠诚客户
14499,26,3,815.32,3,3,3,333,忠诚客户
14500,88,3,356.85,2,3,2,232,中价值客户
14501,184,2,251.21,1,2,1,121,低价值客户
14502,20,11,2470.67,3,4,4,344,高价值忠诚客户
14503,3,6,3543.26,4,4,4,444,高价值新客户
14504,47,4,673.26,3,3,2,332,忠诚客户
14505,17,8,5905.64,4,4,4,444,高价值新客户
14506,17,5,2012.17,4,4,4,444,高价值新客户
14507,24,6,1383.18,3,4,3,343,高价值忠诚客户
14508,22,2,276.42,3,2,1,321,潜力客户
14511,11,5,1314.81,4,4,3,443,高价值新客户
14512,188,2,275.28,1,2,1,121,低价值客户
14513,101,3,455.59000000000003,2,3,2,232,中价值客户
14514,61,3,1055.35,2,3,3,233,中价值客户
14515,18,6,2102.09,3,4,4,344,高价值忠诚客户
14517,33,2,330.45,3,2,2,322,潜力客户
14518,64,1,174.37,2,1,1,211,低价值客户
14520,2,2,270.6,4,2,1,421,新客户
14522,24,4,974.54,3,3,3,333,忠诚客户
14523,108,1,241.09,2,1,1,211,低价值客户
14524,32,9,1867.68,3,4,4,344,高价值忠诚客户
14525,20,9,4332.2,3,4,4,344,高价值忠诚客户
14527,3,55,8508.82,4,4,4,444,高价值新客户
14528,37,1,364.21999999999997,3,1,2,312,潜力客户
14529,60,3,620.04,2,3,2,232,中价值客户
14530,26,6,2925.91,3,4,4,344,高价值忠诚客户
14532,236,4,932.85,1,3,3,133,中价值客户
14533,25,7,1949.72,3,4,4,344,高价值忠诚客户
14534,3,18,4447.05,4,4,4,444,高价值新客户
14535,60,3,2864.19,2,3,4,234,中价值客户
14536,260,1,171.8,1,1,1,111,低价值客户
14537,58,1,355.56,2,1,2,212,低价值客户
14538,65,2,388.25,2,2,2,222,低价值客户
14539,16,2,537.48,4,2,2,422,新客户
14540,10,3,996.26,4,3,3,433,高价值新客户
14541,59,8,1461.65,2,4,3,243,中价值客户
14542,186,1,103.25,1,1,1,111,低价值客户
14543,29,16,3630.33,3,4,4,344,高价值忠诚客户
14544,24,2,2024.45,3,2,4,324,潜力客户
14546,5,5,2578.09,4,4,4,444,高价值新客户
14547,4,8,4007.54,4,4,4,444,高价值新客户
14548,151,2,652.8,1,2,2,122,低价值客户
14549,311,1,289.24,1,1,1,111,低价值客户
14550,11,2,765.62,4,2,3,423,新客户
14551,18,2,186.23,3,2,1,321,潜力客户
14552,152,1,165.07,1,1,1,111,低价值客户
14553,19,5,859.27,3,4,3,343,高价值忠诚客户
14554,10,4,2381.04,4,3,4,434,高价值新客户
