,CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn,AvgOrderValue,PurchaseIntervalStd,UniqueProductsCount
1033,13742,17,12,3131.02,4,4,4,444,高价值新客户,0,260.91833333333335,24.54872705457454,200
1034,13743,3,7,1341.6,4,4,3,443,高价值新客户,0,191.65714285714284,25.887040945015112,8
1035,13744,95,2,1156.36,2,2,3,223,低价值客户,0,578.18,0.0,54
1036,13745,162,1,300.04,1,1,1,111,低价值客户,1,300.04,0.0,25
1037,13747,374,1,79.6,1,1,1,111,低价值客户,1,79.6,0.0,1
1038,13748,96,5,948.25,2,4,3,243,中价值客户,0,189.65,55.77534301901593,24
1039,13750,54,5,1647.26,2,4,3,243,中价值客户,0,329.452,37.85746293665227,20
1040,13751,288,1,296.25,1,1,1,111,低价值客户,1,296.25,0.0,9
1041,13752,124,6,1186.28,2,4,3,243,中价值客户,0,197.71333333333334,9.604165762834375,64
1042,13753,288,1,741.26,1,1,3,113,低价值客户,1,741.26,0.0,35
1043,13754,152,2,282.59999999999997,1,2,1,121,低价值客户,0,141.29999999999998,0.0,11
1044,13755,4,9,2161.35,4,4,4,444,高价值新客户,0,240.14999999999998,3.9948947011741605,232
1045,13756,2,14,5189.52,4,4,4,444,高价值新客户,0,370.68,39.553917589718154,66
1046,13758,12,7,3190.55,4,4,4,444,高价值新客户,0,455.79285714285714,51.40579301553041,104
1047,13759,33,2,659.4100000000001,3,2,2,322,潜力客户,0,329.70500000000004,0.0,24
1048,13760,54,2,286.79,2,2,1,221,低价值客户,0,143.395,0.0,50
1049,13761,50,2,1070.65,3,2,3,323,潜力客户,0,535.325,0.0,68
1050,13762,219,1,306.72,1,1,1,111,低价值客户,1,306.72,0.0,7
1051,13763,63,1,1714.96,2,1,4,214,低价值客户,0,1714.96,0.0,15
1052,13764,71,3,1521.76,2,3,3,233,中价值客户,0,507.25333333333333,59.5,183
1053,13767,2,37,17220.36,4,4,4,444,高价值新客户,0,465.41513513513513,11.315132443865703,55
1054,13769,2,10,2796.51,4,4,4,444,高价值新客户,0,279.651,21.295172575022725,73
1055,13771,64,4,2634.45,2,3,4,234,中价值客户,0,658.6125,43.5,114
1056,13772,34,3,1132.13,3,3,3,333,忠诚客户,0,377.3766666666667,40.0,141
1057,13774,82,1,345.0,2,1,2,212,低价值客户,0,345.0,0.0,22
1058,13777,1,33,25977.16,4,4,4,444,高价值新客户,0,787.1866666666666,11.041252771308354,36
1059,13778,103,1,178.7,2,1,1,211,低价值客户,0,178.7,0.0,9
1060,13780,7,2,360.01,4,2,2,422,新客户,0,180.005,0.0,56
1061,13781,251,1,127.84,1,1,1,111,低价值客户,1,127.84,0.0,17
1062,13782,13,6,912.0,4,4,3,443,高价值新客户,0,152.0,33.781651824622195,96
1063,13784,10,11,2462.79,4,4,4,444,高价值新客户,0,223.89,18.09447429465692,9
1064,13786,367,1,230.39999999999998,1,1,1,111,低价值客户,1,230.39999999999998,0.0,7
1065,13787,76,2,309.04,2,2,2,222,低价值客户,0,154.52,0.0,24
1066,13790,4,1,348.8,4,1,2,412,新客户,0,348.8,0.0,45
1067,13791,128,2,1516.0,2,2,3,223,低价值客户,0,758.0,0.0,7
1068,13792,66,2,195.55,2,2,1,221,低价值客户,0,97.775,0.0,13
1069,13798,1,57,37153.85,4,4,4,444,高价值新客户,0,651.8219298245614,4.628626836388146,113
1070,13799,117,2,688.86,2,2,3,223,低价值客户,0,344.43,0.0,32
1071,13800,310,1,558.32,1,1,2,112,低价值客户,1,558.32,0.0,33
1072,13801,67,1,324.8,2,1,2,212,低价值客户,0,324.8,0.0,23
1073,13802,139,3,4599.42,2,3,4,234,中价值客户,0,1533.14,29.5,55
1074,13803,255,1,277.07,1,1,1,111,低价值客户,1,277.07,0.0,17
1075,13804,31,7,2635.79,3,4,4,344,高价值忠诚客户,0,376.5414285714286,42.780369329869046,124
1076,13805,52,2,924.6,2,2,3,223,低价值客户,0,462.3,0.0,10
1077,13806,64,1,256.38,2,1,1,211,低价值客户,0,256.38,0.0,10
1078,13807,367,1,112.6,1,1,1,111,低价值客户,1,112.6,0.0,7
1079,13808,6,5,1747.66,4,4,4,444,高价值新客户,0,349.53200000000004,13.827056809024834,70
1080,13809,305,1,155.05,1,1,1,111,低价值客户,1,155.05,0.0,11
1081,13810,29,3,1499.01,3,3,3,333,忠诚客户,0,499.67,0.0,32
1082,13811,184,3,814.5,1,3,3,133,中价值客户,1,271.5,24.0,7
1083,13812,42,3,539.0,3,3,2,332,忠诚客户,0,179.66666666666666,9.5,33
1084,13813,40,4,1366.8600000000001,3,3,3,333,忠诚客户,0,341.71500000000003,10.624918300339486,54
1085,13814,92,2,1579.12,2,2,3,223,低价值客户,0,789.56,0.0,37
1086,13815,22,4,4027.36,3,3,4,334,忠诚客户,0,1006.84,69.07162144389612,132
1087,13816,24,2,571.6700000000001,3,2,2,322,潜力客户,0,285.83500000000004,0.0,25
1088,13817,29,2,382.98,3,2,2,322,潜力客户,0,191.49,0.0,20
1089,13819,302,3,1140.35,1,3,3,133,中价值客户,1,380.1166666666666,1.0,26
1090,13821,145,2,385.64,1,2,2,122,低价值客户,0,192.82,0.0,51
1091,13822,6,2,632.0,4,2,2,422,新客户,0,316.0,0.0,90
1092,13823,19,2,957.66,3,2,3,323,潜力客户,0,478.83,0.0,39
1093,13824,33,5,1698.94,3,4,4,344,高价值忠诚客户,0,339.788,23.005434140654682,34
1094,13826,176,1,189.5,1,1,1,111,低价值客户,1,189.5,0.0,10
1095,13827,58,3,412.05,2,3,2,232,中价值客户,0,137.35,33.0,83
1096,13828,22,1,209.49,3,1,1,311,潜力客户,0,209.49,0.0,15
1097,13831,16,6,2202.99,4,4,4,444,高价值新客户,0,367.16499999999996,44.02090412519942,58
1098,13832,19,1,52.199999999999996,3,1,1,311,潜力客户,0,52.199999999999996,0.0,3
1099,13833,159,1,384.8,1,1,2,112,低价值客户,1,384.8,0.0,28
1100,13835,25,4,834.57,3,3,3,333,忠诚客户,0,208.6425,31.116269413639905,48
1101,13837,212,2,271.24,1,2,1,121,低价值客户,1,135.62,0.0,17
1102,13838,6,4,691.73,4,3,3,433,高价值新客户,0,172.9325,70.0,144
1103,13841,253,1,85.0,1,1,1,111,低价值客户,1,85.0,0.0,1
1104,13842,59,9,3385.62,2,4,4,244,中价值客户,0,376.18,19.32614809008769,155
1105,13844,11,1,361.62,4,1,2,412,新客户,0,361.62,0.0,20
1106,13845,65,1,312.98,2,1,2,212,低价值客户,0,312.98,0.0,9
1107,13846,25,3,865.0600000000001,3,3,3,333,忠诚客户,0,288.35333333333335,50.0,55
1108,13848,92,3,1255.0,2,3,3,233,中价值客户,0,418.3333333333333,68.0,3
1109,13849,52,2,1537.95,2,2,3,223,低价值客户,0,768.975,0.0,97
1110,13850,129,1,1595.48,2,1,3,213,低价值客户,0,1595.48,0.0,93
1111,13851,96,3,2651.46,2,3,4,234,中价值客户,0,883.82,63.5,77
1112,13853,57,1,1090.14,2,1,3,213,低价值客户,0,1090.14,0.0,23
1113,13854,9,25,8109.5199999999995,4,4,4,444,高价值新客户,0,324.38079999999997,9.51451741638359,39
1114,13856,169,3,388.5,1,3,2,132,中价值客户,1,129.5,2.5,10
1115,13858,57,1,216.17,2,1,1,211,低价值客户,0,216.17,0.0,11
1116,13859,326,1,201.16,1,1,1,111,低价值客户,1,201.16,0.0,27
1117,13860,1,5,1245.9,4,4,3,443,高价值新客户,0,249.18,10.96458946893235,58
1118,13862,18,8,2209.36,4,4,4,444,高价值新客户,0,276.17,8.322578093502576,97
1119,13863,248,1,305.78,1,1,1,111,低价值客户,1,305.78,0.0,20
1120,13865,58,4,501.56,2,3,2,232,中价值客户,0,125.39,21.64871050817269,26
1121,13866,74,1,145.67000000000002,2,1,1,211,低价值客户,0,145.67000000000002,0.0,7
1122,13867,31,3,1015.29,3,3,3,333,忠诚客户,0,338.43,50.5,51
1123,13868,7,2,3192.54,4,2,4,424,新客户,0,1596.27,0.0,32
1124,13869,123,4,3104.95,2,3,4,234,中价值客户,0,776.2375,43.22807729551092,234
1125,13870,2,8,2770.94,4,4,4,444,高价值新客户,0,346.3675,32.63740185737829,91
1126,13871,23,13,6403.25,3,4,4,344,高价值忠诚客户,0,492.5576923076923,10.0,155
1127,13873,120,3,389.6,2,3,2,232,中价值客户,0,129.86666666666667,4.0,21
1128,13874,358,1,540.45,1,1,2,112,低价值客户,1,540.45,0.0,18
1129,13875,54,5,1786.79,2,4,4,244,中价值客户,0,357.358,14.916433890176299,79
1130,13876,64,1,122.7,2,1,1,211,低价值客户,0,122.7,0.0,7
1131,13877,86,1,117.24,2,1,1,211,低价值客户,0,117.24,0.0,3
1132,13878,55,1,1281.53,2,1,3,213,低价值客户,0,1281.53,0.0,35
1133,13880,21,13,3219.77,3,4,4,344,高价值忠诚客户,0,247.67461538461538,16.885964659122553,125
1134,13881,4,20,17159.52,4,4,4,444,高价值新客户,0,857.976,12.235830807736578,72
1135,13882,3,5,1191.13,4,4,3,443,高价值新客户,0,238.22600000000003,4.769696007084728,54
1136,13883,11,5,2674.48,4,4,4,444,高价值新客户,0,534.896,86.5,108
1137,13884,7,5,787.6,4,4,3,443,高价值新客户,0,157.52,74.63689882803725,45
1138,13885,189,2,506.8,1,2,2,122,低价值客户,1,253.4,0.0,28
1139,13886,71,1,243.56,2,1,1,211,低价值客户,0,243.56,0.0,16
1140,13887,204,1,349.55,1,1,2,112,低价值客户,1,349.55,0.0,19
1141,13888,120,2,605.63,2,2,2,222,低价值客户,0,302.815,0.0,38
1142,13889,93,1,416.90000000000003,2,1,2,212,低价值客户,0,416.90000000000003,0.0,15
1143,13890,1,10,1883.8100000000002,4,4,4,444,高价值新客户,0,188.38100000000003,79.71815586803298,74
1144,13892,27,4,632.97,3,3,2,332,忠诚客户,0,158.2425,77.05120952255642,26
1145,13893,298,1,821.1,1,1,3,113,低价值客户,1,821.1,0.0,21
1146,13894,24,3,564.62,3,3,2,332,忠诚客户,0,188.20666666666668,0.0,25
1147,13895,28,4,2593.07,3,3,4,334,忠诚客户,0,648.2675,23.442601296689656,97
1148,13897,50,1,311.16,3,1,2,312,潜力客户,0,311.16,0.0,17
1149,13898,326,1,155.93,1,1,1,111,低价值客户,1,155.93,0.0,12
1150,13899,16,2,388.52,4,2,2,422,新客户,0,194.26,0.0,19
1151,13900,183,3,740.95,1,3,3,133,中价值客户,1,246.98333333333335,30.5,42
1152,13901,72,5,2867.2,2,4,4,244,中价值客户,0,573.4399999999999,23.157072353818823,144
1153,13904,37,2,332.64,3,2,2,322,潜力客户,0,166.32,0.0,24
1154,13908,80,4,2369.55,2,3,4,234,中价值客户,0,592.3875,16.937794687883336,104
1155,13911,57,9,2580.91,2,4,4,244,中价值客户,0,286.7677777777778,24.657339171127123,120
1156,13914,12,2,626.45,4,2,2,422,新客户,0,313.225,0.0,28
1157,13917,50,2,272.04,3,2,1,321,潜力客户,0,136.02,0.0,16
1158,13918,50,2,1212.8400000000001,3,2,3,323,潜力客户,0,606.4200000000001,0.0,30
1159,13919,59,2,384.81,2,2,2,222,低价值客户,0,192.405,0.0,24
1160,13922,352,1,172.25,1,1,1,111,低价值客户,1,172.25,0.0,7
1161,13923,54,1,351.13,2,1,2,212,低价值客户,0,351.13,0.0,20
1162,13924,2,6,1838.8500000000001,4,4,4,444,高价值新客户,0,306.475,7.756287771866127,90
1163,13925,93,4,678.25,2,3,3,233,中价值客户,0,169.5625,8.0,28
1164,13926,23,1,223.85000000000002,3,1,1,311,潜力客户,0,223.85000000000002,0.0,11
1165,13927,75,1,348.99,2,1,2,212,低价值客户,0,348.99,0.0,21
1166,13928,11,4,464.57,4,3,2,432,高价值新客户,0,116.1425,24.166091947189145,23
1167,13929,169,2,842.65,1,2,3,123,低价值客户,1,421.325,0.0,8
1168,13930,58,2,337.34,2,2,2,222,低价值客户,0,168.67,0.0,15
1169,13931,96,2,1237.53,2,2,3,223,低价值客户,0,618.765,0.0,56
1170,13932,295,1,307.4,1,1,1,111,低价值客户,1,307.4,0.0,16
1171,13933,109,2,608.7900000000001,2,2,2,222,低价值客户,0,304.39500000000004,0.0,23
1172,13934,264,1,922.1,1,1,3,113,低价值客户,1,922.1,0.0,31
1173,13936,180,1,376.58,1,1,2,112,低价值客户,1,376.58,0.0,26
1174,13937,169,1,158.85,1,1,1,111,低价值客户,1,158.85,0.0,9
1175,13938,35,1,71.66,3,1,1,311,潜力客户,0,71.66,0.0,7
1176,13939,23,3,568.55,3,3,2,332,忠诚客户,0,189.51666666666665,59.0,43
1177,13940,17,4,839.14,4,3,3,433,高价值新客户,0,209.785,10.338708279513883,39
1178,13941,22,5,5112.96,3,4,4,344,高价值忠诚客户,0,1022.592,22.63155982251334,24
1179,13946,79,3,561.5699999999999,2,3,2,232,中价值客户,0,187.18999999999997,28.0,11
1180,13947,65,1,90.6,2,1,1,211,低价值客户,0,90.6,0.0,5
1181,13948,361,1,102.0,1,1,1,111,低价值客户,1,102.0,0.0,3
1182,13949,3,6,2427.32,4,4,4,444,高价值新客户,0,404.55333333333334,4.586937976471886,124
1183,13950,11,4,745.06,4,3,3,433,高价值新客户,0,186.265,68.53385213811411,33
1184,13951,176,3,674.45,1,3,2,132,中价值客户,1,224.8166666666667,1.0,38
1185,13952,218,2,3251.071,1,2,4,124,低价值客户,1,1625.5355,0.0,120
1186,13953,7,7,3515.68,4,4,4,444,高价值新客户,0,502.23999999999995,11.926860441876563,8
1187,13954,2,2,439.92,4,2,2,422,新客户,0,219.96,0.0,24
1188,13955,154,2,322.96,1,2,2,122,低价值客户,0,161.48,0.0,33
1189,13956,5,5,1026.42,4,4,3,443,高价值新客户,0,205.28400000000002,29.90401310861136,123
1190,13959,79,3,598.2,2,3,2,232,中价值客户,0,199.4,60.5,79
1191,13960,21,2,230.22,3,2,1,321,潜力客户,0,115.11,0.0,11
1192,13962,22,2,169.55,3,2,1,321,潜力客户,0,84.775,0.0,11
1193,13963,308,4,664.54,1,3,2,132,中价值客户,1,166.135,6.548960901462833,35
1194,13967,146,1,80.7,1,1,1,111,低价值客户,0,80.7,0.0,2
1195,13969,7,18,9053.94,4,4,4,444,高价值新客户,0,502.99666666666667,15.866139259441788,334
1196,13971,19,8,2758.26,3,4,4,344,高价值忠诚客户,0,344.7825,20.883544933262453,118
1197,13972,71,2,190.25,2,2,1,221,低价值客户,0,95.125,0.0,15
1198,13973,287,1,264.7,1,1,1,111,低价值客户,1,264.7,0.0,11
1199,13974,49,1,413.59000000000003,3,1,2,312,潜力客户,0,413.59000000000003,0.0,28
1200,13975,31,6,2526.28,3,4,4,344,高价值忠诚客户,0,421.0466666666667,34.90254288730264,240
1201,13976,207,1,357.98,1,1,2,112,低价值客户,1,357.98,0.0,10
1202,13978,15,2,196.79000000000002,4,2,1,421,新客户,0,98.39500000000001,0.0,14
1203,13979,73,1,869.87,2,1,3,213,低价值客户,0,869.87,0.0,54
1204,13980,60,1,200.14,2,1,1,211,低价值客户,0,200.14,0.0,11
1205,13982,39,4,1871.81,3,3,4,334,忠诚客户,0,467.9525,51.77086267604802,72
1206,13983,30,12,2603.43,3,4,4,344,高价值忠诚客户,0,216.9525,24.207946863747548,91
1207,13984,27,5,920.51,3,4,3,343,高价值忠诚客户,0,184.102,30.35621847332108,14
1208,13985,4,15,7060.13,4,4,4,444,高价值新客户,0,470.67533333333336,13.313335343150628,108
1209,13986,17,1,320.46,4,1,2,412,新客户,0,320.46,0.0,12
1210,13988,20,6,4147.96,3,4,4,344,高价值忠诚客户,0,691.3266666666667,23.799159649029626,188
1211,13989,66,2,1266.08,2,2,3,223,低价值客户,0,633.04,0.0,33
1212,13990,213,1,311.3,1,1,2,112,低价值客户,1,311.3,0.0,16
1213,13991,12,6,855.97,4,4,3,443,高价值新客户,0,142.66166666666666,23.31710745354149,58
1214,13992,30,1,76.8,3,1,1,311,潜力客户,0,76.8,0.0,5
1215,13993,43,9,3466.36,3,4,4,344,高价值忠诚客户,0,385.1511111111111,15.239750654128171,66
1216,13994,4,6,2313.14,4,4,4,444,高价值新客户,0,385.5233333333333,11.027239001672177,122
1217,13995,15,5,1393.69,4,4,3,443,高价值新客户,0,278.738,29.278831943914703,55
1218,13999,10,12,3901.81,4,4,4,444,高价值新客户,0,325.1508333333333,13.885601080089112,102
1219,14000,211,1,635.66,1,1,2,112,低价值客户,1,635.66,0.0,15
1220,14001,46,3,2043.0800000000002,3,3,4,334,忠诚客户,0,681.0266666666668,23.0,34
1221,14002,134,2,529.73,2,2,2,222,低价值客户,0,264.865,0.0,47
1222,14004,43,7,4582.64,3,4,4,344,高价值忠诚客户,0,654.6628571428572,35.17298521435007,102
1223,14005,10,5,2874.72,4,4,4,444,高价值新客户,0,574.944,10.897247358851684,53
1224,14006,116,3,962.19,2,3,3,233,中价值客户,0,320.73,27.5,22
1225,14009,198,2,695.61,1,2,3,123,低价值客户,1,347.805,0.0,42
1226,14012,278,1,328.8,1,1,2,112,低价值客户,1,328.8,0.0,11
1227,14013,110,3,473.02,2,3,2,232,中价值客户,0,157.67333333333332,47.5,30
1228,14014,77,1,505.18,2,1,2,212,低价值客户,0,505.18,0.0,39
1229,14015,53,1,917.34,2,1,3,213,低价值客户,0,917.34,0.0,20
1230,14016,162,4,4341.21,1,3,4,134,中价值客户,1,1085.3025,17.30767331432956,154
1231,14019,47,3,1421.61,3,3,3,333,忠诚客户,0,473.86999999999995,6.0,37
1232,14020,17,2,642.8,4,2,2,422,新客户,0,321.4,0.0,37
1233,14021,155,3,631.9,1,3,2,132,中价值客户,0,210.63333333333333,5.5,22
1234,14022,225,1,440.0,1,1,2,112,低价值客户,1,440.0,0.0,28
1235,14023,7,2,584.07,4,2,2,422,新客户,0,292.035,0.0,30
1236,14024,122,2,327.7,2,2,2,222,低价值客户,0,163.85,0.0,16
1237,14027,61,1,104.82,2,1,1,211,低价值客户,0,104.82,0.0,6
1238,14029,63,2,467.66,2,2,2,222,低价值客户,0,233.83,0.0,15
1239,14030,18,8,2360.09,4,4,4,444,高价值新客户,0,295.01125,36.71965867669978,210
1240,14031,7,19,17286.86,4,4,4,444,高价值新客户,0,909.8347368421053,13.101616073981102,119
1241,14032,2,11,2975.59,4,4,4,444,高价值新客户,0,270.5081818181818,25.718475849085614,53
1242,14034,22,3,651.8199999999999,3,3,2,332,忠诚客户,0,217.2733333333333,0.0,82
1243,14035,29,5,1428.02,3,4,3,343,高价值忠诚客户,0,285.604,55.6119366683089,41
1244,14036,285,1,626.65,1,1,2,112,低价值客户,1,626.65,0.0,38
1245,14037,176,2,147.20000000000002,1,2,1,121,低价值客户,1,73.60000000000001,0.0,27
1246,14038,78,3,1560.38,2,3,3,233,中价值客户,0,520.1266666666667,1.5,64
1247,14039,33,1,152.2,3,1,1,311,潜力客户,0,152.2,0.0,6
1248,14040,41,12,3614.92,3,4,4,344,高价值忠诚客户,0,301.24333333333334,18.785366645343924,146
1249,14041,266,1,141.41,1,1,1,111,低价值客户,1,141.41,0.0,21
1250,14044,27,4,652.82,3,3,2,332,忠诚客户,0,163.205,51.29219130519663,165
1251,14045,109,4,1659.75,2,3,3,233,中价值客户,0,414.9375,96.0,4
1252,14046,284,1,154.99,1,1,1,111,低价值客户,1,154.99,0.0,14
1253,14047,9,5,1308.6100000000001,4,4,3,443,高价值新客户,0,261.72200000000004,41.9583126448145,22
1254,14048,305,1,409.93,1,1,2,112,低价值客户,1,409.93,0.0,83
1255,14049,17,4,5681.72,4,3,4,434,高价值新客户,0,1420.43,42.49182927993987,348
1256,14050,32,2,746.36,3,2,3,323,潜力客户,0,373.18,0.0,49
1257,14051,1,23,15610.390000000001,4,4,4,444,高价值新客户,0,678.7126086956522,9.444431105766226,52
1258,14052,20,1,225.36,3,1,1,311,潜力客户,0,225.36,0.0,56
1259,14053,124,2,260.25,2,2,1,221,低价值客户,0,130.125,0.0,2
1260,14054,65,1,92.46,2,1,1,211,低价值客户,0,92.46,0.0,6
1261,14055,106,1,725.6400000000001,2,1,3,213,低价值客户,0,725.6400000000001,0.0,10
1262,14056,1,23,8214.65,4,4,4,444,高价值新客户,0,357.1586956521739,6.319489727282033,320
1263,14057,24,17,6217.96,3,4,4,344,高价值忠诚客户,0,365.76235294117646,17.89052838563355,179
1264,14059,267,1,183.6,1,1,1,111,低价值客户,1,183.6,0.0,8
1265,14060,5,19,6140.42,4,4,4,444,高价值新客户,0,323.18,9.026025470962795,86
1266,14062,10,12,10464.85,4,4,4,444,高价值新客户,0,872.0708333333333,24.597764126033894,60
1267,14064,29,5,1353.74,3,4,3,343,高价值忠诚客户,0,270.748,31.059418861272984,59
1268,14066,267,1,152.55,1,1,1,111,低价值客户,1,152.55,0.0,7
1269,14067,64,2,374.7,2,2,2,222,低价值客户,0,187.35,0.0,51
1270,14068,320,1,265.85,1,1,1,111,低价值客户,1,265.85,0.0,22
1271,14071,4,8,1438.82,4,4,3,443,高价值新客户,0,179.8525,75.91387664101121,271
1272,14073,32,1,151.04,3,1,1,311,潜力客户,0,151.04,0.0,13
1273,14075,5,3,942.26,4,3,3,433,高价值新客户,0,314.08666666666664,113.5,33
1274,14076,129,1,122.47,2,1,1,211,低价值客户,0,122.47,0.0,43
1275,14077,41,5,499.41999999999996,3,4,2,342,高价值忠诚客户,0,99.88399999999999,26.556543449779003,33
1276,14078,102,6,1049.37,2,4,3,243,中价值客户,0,174.89499999999998,29.621613730517787,46
1277,14079,125,1,375.1,2,1,2,212,低价值客户,0,375.1,0.0,12
1278,14080,33,1,45.599999999999994,3,1,1,311,潜力客户,0,45.599999999999994,0.0,4
1279,14081,302,2,934.52,1,2,3,123,低价值客户,1,467.26,0.0,126
1280,14082,365,1,182.25,1,1,1,111,低价值客户,1,182.25,0.0,28
1281,14083,4,9,1018.43,4,4,3,443,高价值新客户,0,113.15888888888888,40.812663100902334,162
1282,14085,2,18,4448.54,4,4,4,444,高价值新客户,0,247.14111111111112,24.810750358127688,272
1283,14087,3,1,194.42,4,1,1,411,新客户,0,194.42,0.0,61
1284,14088,10,13,50491.81,4,4,4,444,高价值新客户,0,3883.9853846153846,38.00543675766003,379
1285,14089,57,1,161.0,2,1,1,211,低价值客户,0,161.0,0.0,13
1286,14090,325,1,76.32000000000001,1,1,1,111,低价值客户,1,76.32000000000001,0.0,1
1287,14092,8,14,4076.91,4,4,4,444,高价值新客户,0,291.2078571428571,12.324805330968964,117
1288,14093,12,1,442.85,4,1,2,412,新客户,0,442.85,0.0,95
1289,14096,4,17,65164.79,4,4,4,444,高价值新客户,0,3833.2229411764706,2.105610065990377,1119
1290,14098,37,1,147.35,3,1,1,311,潜力客户,0,147.35,0.0,21
1291,14099,16,11,3104.17,4,4,4,444,高价值新客户,0,282.1972727272727,11.88949115816148,167
1292,14100,138,1,194.9,2,1,1,211,低价值客户,0,194.9,0.0,24
1293,14101,74,6,5976.79,2,4,4,244,中价值客户,0,996.1316666666667,16.71645895517349,15
1294,14102,5,5,1360.28,4,4,3,443,高价值新客户,0,272.056,3.5619517121937516,35
1295,14104,155,2,216.20999999999998,1,2,1,121,低价值客户,0,108.10499999999999,0.0,21
1296,14105,239,1,1266.23,1,1,3,113,低价值客户,1,1266.23,0.0,74
1297,14107,52,7,2703.23,2,4,4,244,中价值客户,0,386.17571428571426,16.056324472168452,61
1298,14108,31,2,597.91,3,2,2,322,潜力客户,0,298.955,0.0,33
1299,14109,73,1,144.2,2,1,1,211,低价值客户,0,144.2,0.0,9
1300,14110,4,12,5683.15,4,4,4,444,高价值新客户,0,473.5958333333333,13.944399628228371,94
1301,14111,14,4,692.85,4,3,3,433,高价值新客户,0,173.2125,50.76306618880393,10
1302,14112,23,7,2915.15,3,4,4,344,高价值忠诚客户,0,416.45,27.086666461563706,117
1303,14113,4,4,1840.42,4,3,4,434,高价值新客户,0,460.105,113.44014574508738,26
1304,14114,274,2,386.53,1,2,2,122,低价值客户,1,193.265,0.0,15
1305,14116,20,5,1382.74,3,4,3,343,高价值忠诚客户,0,276.548,8.0156097709407,61
1306,14117,144,1,90.0,1,1,1,111,低价值客户,0,90.0,0.0,3
1307,14121,4,4,2780.15,4,3,4,434,高价值新客户,0,695.0375,9.392668535736915,148
1308,14124,84,1,419.58000000000004,2,1,2,212,低价值客户,0,419.58000000000004,0.0,4
1309,14125,11,3,2740.43,4,3,4,434,高价值新客户,0,913.4766666666666,16.0,159
1310,14126,8,3,706.1300000000001,4,3,3,433,高价值新客户,0,235.3766666666667,0.0,14
1311,14127,123,3,709.71,2,3,3,233,中价值客户,0,236.57000000000002,40.0,39
1312,14128,61,2,637.5,2,2,2,222,低价值客户,0,318.75,0.0,40
1313,14129,2,5,1123.8600000000001,4,4,3,443,高价值新客户,0,224.77200000000002,61.11373731730771,31
1314,14130,319,1,483.86,1,1,2,112,低价值客户,1,483.86,0.0,66
1315,14132,2,11,3586.0299999999997,4,4,4,444,高价值新客户,0,326.00272727272727,6.876772498781678,100
1316,14133,130,3,605.64,2,3,2,232,中价值客户,0,201.88,0.0,25
1317,14135,2,15,4690.31,4,4,4,444,高价值新客户,0,312.68733333333336,30.625819636417354,95
1318,14138,2,2,982.3800000000001,4,2,3,423,新客户,0,491.19000000000005,0.0,40
1319,14139,46,1,415.82,3,1,2,312,潜力客户,0,415.82,0.0,26
1320,14140,4,2,935.05,4,2,3,423,新客户,0,467.525,0.0,60
1321,14141,3,4,915.13,4,3,3,433,高价值新客户,0,228.7825,17.632041540584257,27
1322,14142,373,1,311.81,1,1,2,112,低价值客户,1,311.81,0.0,22
1323,14143,134,1,115.8,2,1,1,211,低价值客户,0,115.8,0.0,7
1324,14145,47,4,3742.2,3,3,4,334,忠诚客户,0,935.55,44.11349000022555,6
1325,14146,9,5,4191.0,4,4,4,444,高价值新客户,0,838.2,41.899350299921785,183
1326,14147,78,2,483.4,2,2,2,222,低价值客户,0,241.7,0.0,4
1327,14148,234,1,157.2,1,1,1,111,低价值客户,1,157.2,0.0,3
1328,14149,221,1,446.62,1,1,2,112,低价值客户,1,446.62,0.0,28
1329,14150,36,2,658.64,3,2,2,322,潜力客户,0,329.32,0.0,23
1330,14152,75,2,621.29,2,2,2,222,低价值客户,0,310.645,0.0,47
1331,14154,239,2,1345.62,1,2,3,123,低价值客户,1,672.81,0.0,52
1332,14155,266,1,118.75,1,1,1,111,低价值客户,1,118.75,0.0,6
1333,14156,10,55,117379.63,4,4,4,444,高价值新客户,0,2134.175090909091,8.24607375823815,714
1334,14157,20,2,432.88,3,2,2,322,潜力客户,0,216.44,0.0,45
1335,14158,40,1,507.66,3,1,2,312,潜力客户,0,507.66,0.0,41
1336,14159,20,11,4693.01,3,4,4,344,高价值忠诚客户,0,426.6372727272728,30.006832555269806,501
1337,14161,216,3,1110.52,1,3,3,133,中价值客户,1,370.17333333333335,14.0,87
1338,14162,174,2,289.36,1,2,1,121,低价值客户,1,144.68,0.0,25
1339,14163,87,4,2445.91,2,3,4,234,中价值客户,0,611.4775,10.530379332620877,36
1340,14164,71,2,1631.77,2,2,3,223,低价值客户,0,815.885,0.0,28
1341,14165,276,1,122.53999999999999,1,1,1,111,低价值客户,1,122.53999999999999,0.0,23
1342,14167,39,4,574.84,3,3,2,332,忠诚客户,0,143.71,23.683092891108814,27
1343,14171,98,1,363.79,2,1,2,212,低价值客户,0,363.79,0.0,57
1344,14173,11,4,450.84,4,3,2,432,高价值新客户,0,112.71,69.5,28
1345,14174,33,1,134.46,3,1,1,311,潜力客户,0,134.46,0.0,26
1346,14175,60,3,3222.3,2,3,4,234,中价值客户,0,1074.1000000000001,23.0,139
1347,14176,297,4,576.9000000000001,1,3,2,132,中价值客户,1,144.22500000000002,6.0,28
1348,14177,86,4,559.41,2,3,2,232,中价值客户,0,139.8525,37.5,37
